Date,Product,Category,Quantity,SellingPrice,CostPrice,Region,Customer
2024-05-31,Cotton T-Shirt,Apparel,14,510.58,225.24,West,Verma Stores
2024-05-31,Running Shoes,Apparel,18,2229.24,1344.86,South,Kapoor Goods
2024-06-01,Premium Pen,Stationery,13,674.35,289.54,South,Das & Sons
2024-06-01,Bluetooth Speaker,Electronics,43,2040.81,1283.28,North,Chopra Bazaar
2024-06-01,Cookware Set,Home,11,3954.39,2376.93,South,Saxena Stores
2024-06-02,Standing Desk,Furniture,28,12380.28,9571.87,East,Kapoor Goods
2024-06-03,Denim Jacket,Apparel,57,1674.95,923.78,East,Kapoor Goods
2024-06-04,Standing Desk,Furniture,25,13293.24,9097.56,West,Das & Sons
2024-06-05,Bluetooth Speaker,Electronics,33,2078.92,1357.59,Central,Das & Sons
2024-06-06,Running Shoes,Apparel,19,2583.15,1359.69,North,Reddy Distributors
2024-06-06,Cotton T-Shirt,Apparel,32,495.04,223.69,Central,Singh Sales
2024-06-06,Bookshelf,Furniture,29,3588.97,2231.95,South,Gupta Enterprises
2024-06-07,LED Desk Lamp,Home,23,950.51,500.94,West,Patel Mart
2024-06-08,Notebook Set,Stationery,48,236.15,95.31,North,Khanna Outlets
2024-06-09,Premium Pen,Stationery,15,715.74,289.1,North,Khanna Outlets
2024-06-09,Cookware Set,Home,15,4137.56,2431.61,East,Nair Retail Hub
2024-06-10,Notebook Set,Stationery,19,250.6,94.26,West,Malhotra Trading
2024-06-10,USB-C Hub,Electronics,18,1426.09,858.25,East,Mehta Retail
2024-06-10,Notebook Set,Stationery,14,255.83,92.01,North,Khanna Outlets
2024-06-11,Premium Pen,Stationery,9,723.87,285.52,West,Reddy Distributors
2024-06-12,Cookware Set,Home,22,3415.38,2370.39,South,Sharma Traders
2024-06-12,Running Shoes,Apparel,38,2525.17,1352.11,North,Sharma Traders
2024-06-12,Bluetooth Speaker,Electronics,15,2287.61,1300.03,West,Nair Commerce
2024-06-13,Running Shoes,Apparel,30,2421.73,1369.4,South,Agarwal Mart
2024-06-14,Running Shoes,Apparel,39,2442.33,1387.29,Central,Nair Commerce
2024-06-15,Air Fryer,Home,37,5787.64,3376.46,East,Verma Stores
2024-06-15,Cotton T-Shirt,Apparel,18,470.54,220.33,North,Reddy Distributors
2024-06-15,Bookshelf,Furniture,175,3364.49,2208.29,Central,Verma Stores
2024-06-16,Air Fryer,Home,12,5641.9,3469.79,North,Chopra Bazaar
2024-06-16,Bookshelf,Furniture,34,3419.78,2247.68,Central,Nair Commerce
2024-06-17,Notebook Set,Stationery,22,245.3,94.38,East,Nair Retail Hub
2024-06-17,Wireless Mouse,Electronics,30,795.06,506.58,East,Rao Merchandise
2024-06-17,Cookware Set,Home,11,3856.88,2344.35,South,Malhotra Trading
2024-06-18,Bluetooth Speaker,Electronics,27,2158.27,1342.52,West,Iyer Supplies
2024-06-18,Premium Pen,Stationery,15,661.32,300.91,East,Saxena Stores
2024-06-19,Water Bottle,Home,15,314.49,142.61,South,Saxena Stores
2024-06-19,Cotton T-Shirt,Apparel,20,473.93,227.38,North,Gupta Enterprises
2024-06-19,Standing Desk,Furniture,19,12835.95,9258.05,West,Reddy Distributors
2024-06-20,LED Desk Lamp,Home,26,946.48,487.05,South,Chopra Bazaar
2024-06-21,Office Chair,Furniture,25,6387.68,4464.83,South,Sharma Traders
2024-06-21,Water Bottle,Home,22,339.95,141.95,West,Nair Commerce
2024-06-21,Bluetooth Speaker,Electronics,24,2253.09,1298.41,East,Iyer Supplies
2024-06-22,Bluetooth Speaker,Electronics,35,2277.61,1320.12,East,Verma Stores
2024-06-22,Bluetooth Speaker,Electronics,17,2229.95,1351.26,South,Saxena Stores
2024-06-23,Running Shoes,Apparel,18,2457.81,1414.61,Central,Kapoor Goods
2024-06-23,LED Desk Lamp,Home,30,987.61,497.06,East,Sharma Traders
2024-06-23,Denim Jacket,Apparel,8,1742.4,916.93,West,Patel Mart
2024-06-24,Cotton T-Shirt,Apparel,17,519.96,217.89,South,Verma Stores
2024-06-24,Bookshelf,Furniture,25,3501.18,2216.89,West,Mehta Retail
2024-06-24,USB-C Hub,Electronics,15,1478.51,871.71,East,Reddy Distributors
2024-06-25,Office Chair,Furniture,28,6783.69,4351.54,Central,Singh Sales
2024-06-25,Standing Desk,Furniture,21,11100.76,9515.16,West,Reddy Distributors
2024-06-25,Office Chair,Furniture,29,6769.96,4365.69,North,Reddy Distributors
2024-06-26,Bluetooth Speaker,Electronics,30,2188.23,1333.4,West,Khanna Outlets
2024-06-26,Office Chair,Furniture,32,6838.26,4386.57,Central,Malhotra Trading
2024-06-26,Notebook Set,Stationery,8,249.5,96.11,Central,Verma Stores
2024-06-27,Premium Pen,Stationery,16,660.27,288.31,South,Nair Commerce
2024-06-28,Running Shoes,Apparel,30,2505.94,1410.16,West,Saxena Stores
2024-06-28,USB-C Hub,Electronics,17,1460.76,844.38,South,Nair Retail Hub
2024-06-28,Running Shoes,Apparel,19,2632.32,1368.48,South,Reddy Distributors
2024-06-29,USB-C Hub,Electronics,19,1536.51,843.6,North,Joshi Wholesale
2024-06-29,Water Bottle,Home,43,338.02,135.66,West,Patel Mart
2024-06-30,USB-C Hub,Electronics,30,1454.33,889.9,Central,Khanna Outlets
2024-06-30,Denim Jacket,Apparel,13,1698.76,914.3,South,Gupta Enterprises
2024-06-30,Bookshelf,Furniture,31,3477.26,2243.27,West,Joshi Wholesale
2024-07-01,Office Chair,Furniture,23,6354.84,4406.34,Central,Rao Merchandise
2024-07-02,Notebook Set,Stationery,6,236.73,95.71,North,Iyer Supplies
2024-07-03,LED Desk Lamp,Home,17,1050.9,485.64,South,Verma Stores
2024-07-03,LED Desk Lamp,Home,15,983.41,485.28,North,Chopra Bazaar
2024-07-04,LED Desk Lamp,Home,24,950.11,507.44,North,Verma Stores
2024-07-04,Bluetooth Speaker,Electronics,23,2320.7,1330.13,South,Das & Sons
2024-07-04,Bookshelf,Furniture,13,3379.23,2317.46,South,Rao Merchandise
2024-07-05,Notebook Set,Stationery,8,260.02,94.7,West,Malhotra Trading
2024-07-05,USB-C Hub,Electronics,35,1330.99,868.44,West,Malhotra Trading
2024-07-06,Bookshelf,Furniture,20,3565.79,2248.85,East,Mehta Retail
2024-07-07,Air Fryer,Home,15,5816.64,3366.3,East,Singh Sales
2024-07-08,Bluetooth Speaker,Electronics,13,1885.53,1325.2,South,Sharma Traders
2024-07-08,Wireless Mouse,Electronics,28,827.63,506.11,North,Singh Sales
2024-07-09,Bookshelf,Furniture,15,3677.91,2215.95,Central,Gupta Enterprises
2024-07-10,Office Chair,Furniture,10,6274.64,4513.03,West,Iyer Supplies
2024-07-10,Notebook Set,Stationery,12,236.78,93.17,East,Gupta Enterprises
2024-07-11,USB-C Hub,Electronics,20,1574.87,881.29,West,Chopra Bazaar
2024-07-11,Notebook Set,Stationery,85,240,94.22,West,Nair Commerce
2024-07-12,USB-C Hub,Electronics,11,1471.61,853.7,East,Patel Mart
2024-07-12,Wireless Mouse,Electronics,19,816.65,495.57,West,Bose Retailers
2024-07-12,Cotton T-Shirt,Apparel,42,517.89,228.38,East,Mehta Retail
2024-07-13,Office Chair,Furniture,27,6433.79,4478.8,West,Nair Retail Hub
2024-07-13,USB-C Hub,Electronics,16,1562.7,862.57,Central,Malhotra Trading
2024-07-13,Denim Jacket,Apparel,24,1882.46,910.22,South,Reddy Distributors
2024-07-14,Cotton T-Shirt,Apparel,23,518.44,217.89,North,Joshi Wholesale
2024-07-15,Cookware Set,Home,20,3659.02,2399.19,Central,Gupta Enterprises
2024-07-15,Premium Pen,Stationery,12,673.32,286.62,East,Das & Sons
2024-07-16,USB-C Hub,Electronics,12,1307.79,871.88,West,Malhotra Trading
2024-07-16,Wireless Mouse,Electronics,12,820.08,502.3,West,Mehta Retail
2024-07-16,Wireless Mouse,Electronics,23,710.3,503.81,Central,Saxena Stores
2024-07-17,Water Bottle,Home,39,335.17,140.32,Central,Reddy Distributors
2024-07-17,Running Shoes,Apparel,43,2599.34,1371.17,Central,Rao Merchandise
2024-07-17,USB-C Hub,Electronics,31,1584.25,892.22,Central,Das & Sons
2024-07-18,Office Chair,Furniture,15,6306.71,4343.69,East,Rao Merchandise
2024-07-19,LED Desk Lamp,Home,9,993.65,493.54,Central,Chopra Bazaar
2024-07-19,Cookware Set,Home,14,3488.42,2347.58,West,Nair Retail Hub
2024-07-19,Bluetooth Speaker,Electronics,22,2247.32,1295.23,East,Joshi Wholesale
2024-07-20,Water Bottle,Home,34,301.6,141.37,North,Verma Stores
2024-07-20,Standing Desk,Furniture,32,11380.25,9350.62,North,Sharma Traders
2024-07-20,Office Chair,Furniture,11,6128.51,4322.36,East,Sharma Traders
2024-07-21,Denim Jacket,Apparel,8,1772.1,944.98,South,Joshi Wholesale
2024-07-21,Standing Desk,Furniture,10,13673.52,9539.52,North,Sharma Traders
2024-07-22,LED Desk Lamp,Home,15,974.58,488.54,North,Singh Sales
2024-07-23,Notebook Set,Stationery,11,216.74,93.62,West,Khanna Outlets
2024-07-23,Denim Jacket,Apparel,17,1743.97,916.31,Central,Sharma Traders
2024-07-23,Cotton T-Shirt,Apparel,20,511.65,224.3,Central,Rao Merchandise
2024-07-24,Bookshelf,Furniture,21,3465.41,2317.21,Central,Das & Sons
2024-07-24,Wireless Mouse,Electronics,11,818.47,495.58,North,Agarwal Mart
2024-07-24,Premium Pen,Stationery,22,737.28,287.11,South,Agarwal Mart
2024-07-25,Cookware Set,Home,29,3859.87,2375.61,West,Singh Sales
2024-07-25,Cotton T-Shirt,Apparel,18,483.43,226.47,West,Iyer Supplies
2024-07-25,Premium Pen,Stationery,19,614.92,292.1,East,Chopra Bazaar
2024-07-26,Cookware Set,Home,17,4174.64,2437.45,East,Verma Stores
2024-07-27,Bluetooth Speaker,Electronics,37,2309.63,1332.81,North,Patel Mart
2024-07-27,Office Chair,Furniture,22,6415.04,4326.98,East,Khanna Outlets
2024-07-28,Cotton T-Shirt,Apparel,42,481.55,226.11,North,Singh Sales
2024-07-28,USB-C Hub,Electronics,21,1460.12,884.88,East,Saxena Stores
2024-07-28,Cookware Set,Home,22,4157.21,2366.47,East,Bose Retailers
2024-07-29,Standing Desk,Furniture,24,12377.78,9234.17,Central,Sharma Traders
2024-07-29,Denim Jacket,Apparel,11,1738.32,941.77,West,Gupta Enterprises
2024-07-29,Standing Desk,Furniture,20,12280.38,9177.68,North,Malhotra Trading
2024-07-30,Cookware Set,Home,11,4126.67,2443.34,Central,Das & Sons
2024-07-30,Bluetooth Speaker,Electronics,22,2319.2,1287.7,South,Verma Stores
2024-07-31,Wireless Mouse,Electronics,21,793.33,482.25,East,Kapoor Goods
2024-07-31,LED Desk Lamp,Home,15,1054.05,491.53,Central,Sharma Traders
2024-07-31,Denim Jacket,Apparel,18,1802.64,916.18,North,Malhotra Trading
2024-08-01,Standing Desk,Furniture,20,12239.12,9575.25,East,Malhotra Trading
2024-08-01,USB-C Hub,Electronics,96,1475.58,854.64,Central,Bose Retailers
2024-08-02,Bookshelf,Furniture,24,3319.57,2324.51,East,Kapoor Goods
2024-08-02,Water Bottle,Home,41,317.98,137.03,North,Khanna Outlets
2024-08-02,Running Shoes,Apparel,17,2393.79,1384.53,East,Nair Retail Hub
2024-08-03,Office Chair,Furniture,30,6223.72,4434.91,West,Bose Retailers
2024-08-03,Water Bottle,Home,43,296.39,143.32,Central,Sharma Traders
2024-08-03,LED Desk Lamp,Home,23,971.99,502.22,Central,Reddy Distributors
2024-08-04,Denim Jacket,Apparel,28,1795.55,959.31,North,Gupta Enterprises
2024-08-05,Water Bottle,Home,43,331.94,137.37,North,Rao Merchandise
2024-08-06,Water Bottle,Home,40,353.48,141.89,South,Saxena Stores
2024-08-06,Premium Pen,Stationery,10,706.9,291.33,North,Rao Merchandise
2024-08-06,Office Chair,Furniture,11,6321.59,4486.54,West,Malhotra Trading
2024-08-07,Premium Pen,Stationery,22,706.4,287.74,North,Iyer Supplies
2024-08-07,Premium Pen,Stationery,16,735.57,300.79,West,Singh Sales
2024-08-08,Denim Jacket,Apparel,16,1864.69,930.34,Central,Reddy Distributors
2024-08-08,Cookware Set,Home,11,4201.81,2421.9,North,Singh Sales
2024-08-08,LED Desk Lamp,Home,21,974.48,506.5,Central,Verma Stores
2024-08-09,USB-C Hub,Electronics,87,1582.45,866.7,West,Agarwal Mart
2024-08-10,Denim Jacket,Apparel,9,1795.53,954.64,North,Verma Stores
2024-08-10,Bookshelf,Furniture,30,3438.62,2272.66,South,Bose Retailers
2024-08-11,LED Desk Lamp,Home,10,1039.78,486.19,West,Mehta Retail
2024-08-12,Bluetooth Speaker,Electronics,12,2119.36,1310.02,North,Khanna Outlets
2024-08-13,USB-C Hub,Electronics,25,1449.07,868.05,West,Das & Sons
2024-08-13,Wireless Mouse,Electronics,19,773.29,500.46,North,Chopra Bazaar
2024-08-13,Standing Desk,Furniture,28,13412.67,9255.04,East,Malhotra Trading
2024-08-14,USB-C Hub,Electronics,13,1484.24,877.7,Central,Agarwal Mart
2024-08-15,Office Chair,Furniture,22,6214.76,4406.2,West,Joshi Wholesale
2024-08-15,Water Bottle,Home,18,335.99,140.58,West,Joshi Wholesale
2024-08-15,Standing Desk,Furniture,16,11868.11,9090.24,West,Bose Retailers
2024-08-16,Notebook Set,Stationery,8,255.42,92.29,Central,Bose Retailers
2024-08-17,Bluetooth Speaker,Electronics,28,2209.89,1332.71,South,Nair Retail Hub
2024-08-17,Bluetooth Speaker,Electronics,44,2196,1314.54,North,Patel Mart
2024-08-17,Bookshelf,Furniture,12,3331.35,2207.4,Central,Sharma Traders
2024-08-18,Bluetooth Speaker,Electronics,22,2267.86,1288.14,East,Agarwal Mart
2024-08-18,Water Bottle,Home,22,341.17,138.71,East,Agarwal Mart
2024-08-19,Air Fryer,Home,24,5562.59,3501.12,East,Reddy Distributors
2024-08-19,Cookware Set,Home,11,3826.13,2427.84,Central,Joshi Wholesale
2024-08-19,Standing Desk,Furniture,26,12984.38,9638.54,East,Sharma Traders
2024-08-20,Notebook Set,Stationery,17,251.51,92.84,East,Rao Merchandise
2024-08-21,Wireless Mouse,Electronics,30,707.48,494.52,East,Patel Mart
2024-08-22,Office Chair,Furniture,8,6427.12,4459.46,West,Agarwal Mart
2024-08-23,Cotton T-Shirt,Apparel,34,506.7,218.49,Central,Chopra Bazaar
2024-08-23,Office Chair,Furniture,8,6421.06,4520.53,West,Saxena Stores
2024-08-23,Cookware Set,Home,17,4011.28,2394.42,Central,Sharma Traders
2024-08-24,Air Fryer,Home,25,5486.58,3376.75,Central,Chopra Bazaar
2024-08-25,Notebook Set,Stationery,8,262.02,94.77,East,Khanna Outlets
2024-08-26,Bookshelf,Furniture,26,3565.76,2300.41,West,Khanna Outlets
2024-08-26,Bluetooth Speaker,Electronics,34,2222.95,1285.19,Central,Joshi Wholesale
2024-08-27,Cookware Set,Home,16,3989.99,2379.28,Central,Bose Retailers
2024-08-28,Cotton T-Shirt,Apparel,15,527.53,222.48,East,Singh Sales
2024-08-28,Water Bottle,Home,25,365.84,137.56,East,Gupta Enterprises
2024-08-29,Office Chair,Furniture,8,6137.58,4356.85,West,Nair Commerce
2024-08-30,LED Desk Lamp,Home,24,993.3,500.94,South,Gupta Enterprises
2024-08-30,Bookshelf,Furniture,14,3504.79,2276.8,Central,Iyer Supplies
2024-08-30,USB-C Hub,Electronics,22,1480,885.11,Central,Saxena Stores
2024-08-31,Bookshelf,Furniture,18,3693.64,2235.9,North,Kapoor Goods
2024-08-31,Cotton T-Shirt,Apparel,41,512.56,219.86,West,Bose Retailers
2024-09-01,Wireless Mouse,Electronics,30,760.02,498.71,East,Khanna Outlets
2024-09-02,Bluetooth Speaker,Electronics,18,2248.15,1333.77,East,Joshi Wholesale
2024-09-03,Bookshelf,Furniture,25,3644.03,2274.64,South,Bose Retailers
2024-09-04,Notebook Set,Stationery,30,234.43,95.89,East,Bose Retailers
2024-09-05,Cotton T-Shirt,Apparel,25,476.3,230.78,West,Iyer Supplies
2024-09-05,Office Chair,Furniture,31,6562.47,4418.63,Central,Reddy Distributors
2024-09-06,Notebook Set,Stationery,38,249.09,92.39,West,Singh Sales
2024-09-06,Bluetooth Speaker,Electronics,25,2081.27,1307.03,East,Saxena Stores
2024-09-07,Running Shoes,Apparel,24,2432.67,1367.52,West,Singh Sales
2024-09-07,Air Fryer,Home,29,5801.89,3565.52,Central,Agarwal Mart
2024-09-08,Air Fryer,Home,36,5315.91,3431.62,East,Patel Mart
2024-09-08,Cookware Set,Home,25,4172.34,2424.49,West,Reddy Distributors
2024-09-09,Denim Jacket,Apparel,10,1802.86,939.84,South,Das & Sons
2024-09-09,Bookshelf,Furniture,27,3514.42,2238.03,North,Rao Merchandise
2024-09-10,Running Shoes,Apparel,29,2522.17,1372.82,Central,Patel Mart
2024-09-11,Bookshelf,Furniture,19,3599.72,2276.96,West,Kapoor Goods
2024-09-11,USB-C Hub,Electronics,14,1540.1,871.12,South,Gupta Enterprises
2024-09-12,Air Fryer,Home,20,5463.86,3514.74,North,Nair Retail Hub
2024-09-13,Water Bottle,Home,37,332.98,140.17,West,Reddy Distributors
2024-09-13,Bookshelf,Furniture,29,3447.85,2242.49,North,Nair Retail Hub
2024-09-13,Office Chair,Furniture,11,6340.26,4489.62,Central,Joshi Wholesale
2024-09-14,Premium Pen,Stationery,12,657.81,301.61,North,Reddy Distributors
2024-09-14,Cotton T-Shirt,Apparel,23,506.9,221.3,South,Kapoor Goods
2024-09-14,Water Bottle,Home,23,333.3,137.85,Central,Mehta Retail
2024-09-15,Water Bottle,Home,15,311.86,138.03,East,Gupta Enterprises
2024-09-15,Cotton T-Shirt,Apparel,22,456.6,218.87,Central,Verma Stores
2024-09-15,Water Bottle,Home,28,331.15,140.52,Central,Mehta Retail
2024-09-16,Cotton T-Shirt,Apparel,14,521.38,222.03,West,Saxena Stores
2024-09-16,Premium Pen,Stationery,35,706.62,298.75,West,Iyer Supplies
2024-09-16,Premium Pen,Stationery,29,729.57,295.5,South,Rao Merchandise
2024-09-17,Air Fryer,Home,112,5607.1,3413.57,North,Khanna Outlets
2024-09-17,Bluetooth Speaker,Electronics,24,2054.76,1346.35,West,Bose Retailers
2024-09-17,Running Shoes,Apparel,21,2508.95,1348.77,North,Sharma Traders
2024-09-18,Bluetooth Speaker,Electronics,28,1898.54,1306.62,West,Sharma Traders
2024-09-19,Bookshelf,Furniture,23,3514.85,2209.28,North,Gupta Enterprises
2024-09-20,USB-C Hub,Electronics,34,1588,887.35,South,Singh Sales
2024-09-20,Premium Pen,Stationery,35,703.79,292.22,North,Saxena Stores
2024-09-21,Water Bottle,Home,32,336.13,136.38,South,Nair Retail Hub
2024-09-21,Wireless Mouse,Electronics,39,799.27,499.45,North,Singh Sales
2024-09-21,Bookshelf,Furniture,17,3564.67,2250.62,West,Khanna Outlets
2024-09-22,Cookware Set,Home,36,4084.21,2423.48,East,Nair Commerce
2024-09-22,Denim Jacket,Apparel,19,1708.75,910.74,West,Iyer Supplies
2024-09-22,Cotton T-Shirt,Apparel,60,523,221.99,East,Kapoor Goods
2024-09-23,Air Fryer,Home,35,5350.44,3384.41,North,Mehta Retail
2024-09-24,Denim Jacket,Apparel,14,1709.07,955.11,South,Malhotra Trading
2024-09-25,Denim Jacket,Apparel,24,1699.23,919.85,West,Chopra Bazaar
2024-09-26,Water Bottle,Home,20,360.02,141.97,Central,Saxena Stores
2024-09-27,Denim Jacket,Apparel,11,1696.83,956.06,South,Gupta Enterprises
2024-09-27,Bookshelf,Furniture,27,3354.13,2233.18,South,Malhotra Trading
2024-09-28,Cotton T-Shirt,Apparel,32,475.98,225.08,East,Agarwal Mart
2024-09-29,Notebook Set,Stationery,42,263.15,93.71,North,Chopra Bazaar
2024-09-29,Air Fryer,Home,12,5752.94,3517.73,East,Nair Commerce
2024-09-29,Wireless Mouse,Electronics,42,809.92,483.45,East,Saxena Stores
2024-09-30,Bookshelf,Furniture,12,3467.25,2231.31,West,Verma Stores
2024-09-30,Notebook Set,Stationery,38,231.09,92.98,North,Agarwal Mart
2024-10-01,Water Bottle,Home,29,331.18,141.01,West,Nair Commerce
2024-10-02,Bluetooth Speaker,Electronics,29,2199.64,1323.24,South,Iyer Supplies
2024-10-03,Premium Pen,Stationery,33,603.88,290.31,West,Chopra Bazaar
2024-10-03,Premium Pen,Stationery,40,722.65,285.47,East,Gupta Enterprises
2024-10-03,Notebook Set,Stationery,16,260.28,93.36,South,Nair Retail Hub
2024-10-04,Office Chair,Furniture,11,6582.73,4369.78,Central,Mehta Retail
2024-10-05,Standing Desk,Furniture,21,13024.06,9427.06,Central,Bose Retailers
2024-10-06,Bookshelf,Furniture,33,3366.62,2229.3,East,Nair Commerce
2024-10-06,Bookshelf,Furniture,35,3600.86,2302.59,North,Reddy Distributors
2024-10-07,Running Shoes,Apparel,21,2382.43,1348.1,West,Saxena Stores
2024-10-07,Cotton T-Shirt,Apparel,14,511.68,224.95,South,Malhotra Trading
2024-10-07,Office Chair,Furniture,12,6679.23,4518.15,South,Iyer Supplies
2024-10-08,Cotton T-Shirt,Apparel,105,486.84,223.11,Central,Singh Sales
2024-10-09,Bookshelf,Furniture,25,3162.8,2234.04,West,Sharma Traders
2024-10-09,Air Fryer,Home,23,5553.44,3540.67,East,Chopra Bazaar
2024-10-10,Water Bottle,Home,20,359.15,137.1,North,Joshi Wholesale
2024-10-11,Bookshelf,Furniture,9,3373.42,2336.83,Central,Verma Stores
2024-10-12,Office Chair,Furniture,36,6343.59,4314.12,East,Nair Commerce
2024-10-12,Denim Jacket,Apparel,30,1734.3,945.39,West,Joshi Wholesale
2024-10-12,Bookshelf,Furniture,18,3058.56,2269.94,West,Bose Retailers
2024-10-13,Air Fryer,Home,22,5243.8,3515.4,South,Das & Sons
2024-10-14,Running Shoes,Apparel,23,2614.19,1412.01,North,Khanna Outlets
2024-10-15,USB-C Hub,Electronics,20,1550.49,877.3,South,Sharma Traders
2024-10-15,Cotton T-Shirt,Apparel,8,527.57,222.08,South,Joshi Wholesale
2024-10-15,Bookshelf,Furniture,28,3608.93,2238.08,East,Malhotra Trading
2024-10-16,USB-C Hub,Electronics,23,1541.75,858.76,Central,Saxena Stores
2024-10-17,Cookware Set,Home,18,3985.76,2436.78,East,Malhotra Trading
2024-10-18,Bluetooth Speaker,Electronics,22,2126.3,1339.25,North,Rao Merchandise
2024-10-18,Office Chair,Furniture,16,6445.28,4350.46,South,Nair Retail Hub
2024-10-19,Bluetooth Speaker,Electronics,32,2150.65,1321.7,Central,Bose Retailers
2024-10-19,USB-C Hub,Electronics,43,1521.14,865.99,South,Agarwal Mart
2024-10-19,Wireless Mouse,Electronics,48,712.36,503.61,South,Chopra Bazaar
2024-10-20,Notebook Set,Stationery,35,258.65,94.33,Central,Khanna Outlets
2024-10-20,Bookshelf,Furniture,29,3584.45,2217.98,West,Agarwal Mart
2024-10-21,Air Fryer,Home,47,5671.3,3375.34,East,Verma Stores
2024-10-21,Standing Desk,Furniture,24,13687.04,9381.32,North,Saxena Stores
2024-10-21,Bookshelf,Furniture,108,3629.83,2214.35,North,Reddy Distributors
2024-10-22,Running Shoes,Apparel,29,2265.15,1400.49,North,Mehta Retail
2024-10-22,Bluetooth Speaker,Electronics,10,2275.04,1310.44,Central,Mehta Retail
2024-10-23,Bluetooth Speaker,Electronics,18,2285.38,1331.35,West,Singh Sales
2024-10-24,Office Chair,Furniture,11,6149.46,4374.33,North,Rao Merchandise
2024-10-25,Wireless Mouse,Electronics,15,793.28,505.59,South,Bose Retailers
2024-10-25,USB-C Hub,Electronics,34,1431.26,894.93,West,Rao Merchandise
2024-10-26,Wireless Mouse,Electronics,40,816.38,490.58,North,Agarwal Mart
2024-10-26,Office Chair,Furniture,42,6275.79,4377.01,West,Gupta Enterprises
2024-10-26,Office Chair,Furniture,22,6508.28,4350.55,West,Joshi Wholesale
2024-10-27,Denim Jacket,Apparel,36,1843.28,945.7,South,Kapoor Goods
2024-10-27,Denim Jacket,Apparel,30,1883.45,936.71,Central,Nair Commerce
2024-10-28,Running Shoes,Apparel,12,2630.34,1415.05,East,Gupta Enterprises
2024-10-28,Wireless Mouse,Electronics,38,837.52,488.54,North,Joshi Wholesale
2024-10-28,Wireless Mouse,Electronics,19,841.83,504.44,South,Nair Commerce
2024-10-29,Running Shoes,Apparel,26,2149.27,1360.76,North,Reddy Distributors
2024-10-29,Premium Pen,Stationery,37,683.46,291.27,South,Chopra Bazaar
2024-10-30,Cotton T-Shirt,Apparel,21,492,222.98,West,Nair Commerce
2024-10-30,Office Chair,Furniture,32,6430.18,4428.23,East,Mehta Retail
2024-10-31,Denim Jacket,Apparel,38,1714.99,953.11,Central,Kapoor Goods
2024-11-01,Water Bottle,Home,18,360.89,138.48,Central,Joshi Wholesale
2024-11-01,Bluetooth Speaker,Electronics,30,2143.51,1333.31,East,Agarwal Mart
2024-11-01,Bookshelf,Furniture,20,3543.78,2238.39,Central,Gupta Enterprises
2024-11-02,Bluetooth Speaker,Electronics,18,2200.77,1303.92,South,Joshi Wholesale
2024-11-03,Cotton T-Shirt,Apparel,27,501.65,225.61,South,Chopra Bazaar
2024-11-03,USB-C Hub,Electronics,53,1572.07,887.16,South,Sharma Traders
2024-11-04,Standing Desk,Furniture,12,13704.01,9223.09,South,Sharma Traders
2024-11-04,LED Desk Lamp,Home,27,966.01,513.03,West,Nair Commerce
2024-11-04,Running Shoes,Apparel,19,2569.03,1360.97,South,Das & Sons
2024-11-05,Running Shoes,Apparel,12,2594.47,1400.47,West,Mehta Retail
2024-11-05,Office Chair,Furniture,27,6486.67,4542.27,West,Mehta Retail
2024-11-05,Wireless Mouse,Electronics,39,806.45,485.5,East,Verma Stores
2024-11-06,Water Bottle,Home,20,367.21,142.64,East,Rao Merchandise
2024-11-06,Cotton T-Shirt,Apparel,22,528.03,219.75,South,Verma Stores
2024-11-06,Denim Jacket,Apparel,29,1742.29,957.24,North,Verma Stores
2024-11-07,Air Fryer,Home,23,4711.55,3383.53,South,Rao Merchandise
2024-11-07,Cookware Set,Home,39,3803.07,2367.97,South,Malhotra Trading
2024-11-08,Premium Pen,Stationery,29,691.22,289.38,North,Sharma Traders
2024-11-08,Bluetooth Speaker,Electronics,27,2244.04,1329.72,Central,Agarwal Mart
2024-11-09,Premium Pen,Stationery,15,657.48,287.11,Central,Mehta Retail
2024-11-09,Office Chair,Furniture,12,6574.2,4388.04,Central,Sharma Traders
2024-11-09,Denim Jacket,Apparel,28,1744.84,912.15,North,Gupta Enterprises
2024-11-10,Running Shoes,Apparel,18,2403.53,1350.92,East,Nair Commerce
2024-11-11,Denim Jacket,Apparel,36,1854.16,944.17,North,Reddy Distributors
2024-11-11,Air Fryer,Home,35,5609.76,3366.32,North,Agarwal Mart
2024-11-11,USB-C Hub,Electronics,18,1585.52,848.05,North,Khanna Outlets
2024-11-12,USB-C Hub,Electronics,18,1447.56,865.65,East,Verma Stores
2024-11-13,Bookshelf,Furniture,31,3447.91,2235.38,West,Nair Retail Hub
2024-11-13,Office Chair,Furniture,30,6536.8,4439.61,West,Gupta Enterprises
2024-11-14,Air Fryer,Home,21,5578.09,3370.11,Central,Iyer Supplies
2024-11-14,Standing Desk,Furniture,28,12359.81,9623.41,Central,Gupta Enterprises
2024-11-14,USB-C Hub,Electronics,36,1396.66,871.29,South,Iyer Supplies
2024-11-15,Denim Jacket,Apparel,30,1784.52,925.1,East,Singh Sales
2024-11-16,Air Fryer,Home,62,5508.11,3461.61,East,Bose Retailers
2024-11-16,Running Shoes,Apparel,20,2454.01,1336.46,East,Malhotra Trading
2024-11-17,Cookware Set,Home,20,3822.87,2426.38,West,Bose Retailers
2024-11-17,Denim Jacket,Apparel,30,1823.39,954.46,Central,Nair Commerce
